state,crop,season,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,area_hectares,pesticide_kg,irrigation_mm,yield_tons_per_hectare
Haryana,Maize,Rabi,831.76,29.97,35.44,21.62,70.24,5.9,45.5,36.09,15.97,17.2,9.41,221.8,4.162
Punjab,Maize,Zaid,806.79,39.09,43.95,33.93,56.53,7.11,77.63,38.39,57.03,11.29,1.29,596.5,4.814
Uttar Pradesh,Rice,Zaid,651.09,22.41,29.45,14.9,74.93,5.92,84.72,23.35,47.94,1.07,2.38,718.25,5.715
Bihar,Cotton,Zaid,387.03,24.97,33.32,19.94,47.55,6.2,46.41,40.83,46.57,3.23,11.88,625.86,2.569
Punjab,Maize,Kharif,847.99,24.07,31.04,18.28,70.4,6.04,111.8,31.05,34.76,9.84,14.85,818.8,5.67
Uttar Pradesh,Soybean,Kharif,1238.38,21.99,27.64,15.13,63.3,6.4,39.76,28.6,65.72,13.41,3.03,596.06,4.386
Bihar,Barley,Zaid,951.24,26.81,35.04,21.3,53.69,6.47,39.96,33.4,31.59,6.28,8.81,967.35,5.084
Bihar,Rice,Rabi,1072.82,27.33,32.52,17.96,79.48,6.82,99.57,42.29,31.99,16.06,2.37,269.41,5.686
Karnataka,Wheat,Kharif,832.51,19.14,28.84,12.51,60.72,7.61,54.42,44.8,57.93,19.39,5.81,252.24,4.926
Bihar,Soybean,Rabi,837.71,18.86,23.36,14.75,71.37,6.77,98.27,18.14,41.48,23.02,2.99,261.53,3.794
Karnataka,Soybean,Kharif,1242.37,22.31,30.8,18.19,77.53,6.29,63.37,58.11,57.41,3.18,7.88,895.62,5.07
Maharashtra,Soybean,Rabi,973.55,30.1,38.24,21.45,67.1,6.85,112.53,33.67,25.42,19.44,4.03,1042.82,4.035
Maharashtra,Soybean,Kharif,771.27,29.97,39.52,24.69,48.06,6.79,96.92,55.98,40.61,2.29,12.17,1042.86,4.788
Haryana,Barley,Rabi,938.39,25.82,32.41,20.78,78.95,7.15,113.44,38.45,48.44,10.87,6.31,1017.97,5.63
Uttar Pradesh,Soybean,Rabi,1034.29,26.7,31.22,18.04,69.92,6.45,66.93,31.56,59.45,15.41,14.59,338.9,3.75
Haryana,Cotton,Kharif,1239.52,26.72,35.53,19.99,44.34,6.18,27.08,54.89,62.51,19.13,13.18,991.57,4.529
Punjab,Soybean,Zaid,433.22,21.99,31.69,13.39,50.36,7.51,107.98,17.1,52.97,9.77,4.88,877.38,3.294
Bihar,Wheat,Zaid,989.26,27.37,34.84,20.39,48.71,5.56,26.37,52.76,54.47,4.54,4.82,1189.93,5.644
Karnataka,Maize,Kharif,1023.7,30.55,39.91,23.27,56.59,6.82,103.34,49.31,78.51,16.1,5.16,697.93,5.556
Punjab,Rice,Kharif,760.49,24.13,33.03,19.26,77.35,6.68,89.79,47.97,44.64,12.21,2.41,901.83,5.963
Uttar Pradesh,Rice,Kharif,335.66,34.98,40.75,30.79,51.68,7.12,39.59,49.78,34.03,19.05,14.26,774.27,5.225
Karnataka,Wheat,Zaid,702.38,16.9,25.88,8.01,57.42,5.92,73.06,51.39,71.76,12.27,14.79,1074.82,5.464
Punjab,Wheat,Kharif,1018.46,24.98,29.64,18.16,76.48,6.49,104.71,48.21,41.5,3.99,10.21,381.29,6.037
Uttar Pradesh,Cotton,Zaid,950.98,23.47,32.45,16.86,95.0,6.69,81.47,24.79,48.0,19.28,0.75,763.92,4.534
Haryana,Cotton,Rabi,748.16,24.37,34.29,14.37,58.51,7.08,97.7,54.83,48.75,1.36,10.79,1184.6,4.371
Maharashtra,Maize,Rabi,759.61,28.12,34.39,18.47,62.77,6.85,101.85,48.64,48.57,12.67,12.62,624.79,5.238
Haryana,Maize,Kharif,788.87,29.34,34.41,21.47,78.11,7.26,68.5,56.49,73.53,5.04,10.45,414.62,4.48
Punjab,Wheat,Rabi,590.01,31.23,40.03,22.45,69.45,5.86,62.29,39.28,24.72,8.71,13.34,676.55,4.992
Maharashtra,Rice,Kharif,1229.41,15.38,20.94,9.88,78.83,7.36,93.78,16.86,16.96,4.8,14.1,1016.29,5.987
Punjab,Barley,Zaid,629.96,31.15,36.99,21.51,49.47,5.93,44.95,39.73,18.99,13.98,8.98,490.97,3.483
Haryana,Wheat,Rabi,728.24,26.93,34.44,21.12,77.11,6.07,27.16,47.21,62.23,6.99,5.65,1157.26,5.589
Karnataka,Rice,Kharif,767.82,26.71,34.85,19.55,80.31,6.81,96.04,12.1,35.34,17.27,5.28,278.54,6.203
Uttar Pradesh,Maize,Kharif,664.55,20.9,29.55,13.09,43.78,6.8,41.44,55.29,60.93,1.84,12.09,706.43,5.129
Punjab,Rice,Rabi,600.93,27.11,32.75,19.32,75.37,7.08,69.3,29.55,64.55,7.85,3.52,745.83,5.766
Punjab,Cotton,Kharif,999.38,19.77,29.61,13.05,68.49,6.15,46.14,59.78,51.61,6.2,7.69,535.38,3.836
Haryana,Barley,Kharif,892.75,31.27,40.64,25.89,62.22,8.38,57.74,13.02,33.96,6.43,13.12,663.85,3.956
Bihar,Barley,Zaid,663.37,26.81,30.95,22.19,68.83,6.12,60.3,33.85,30.95,2.12,10.32,223.66,4.33
Haryana,Barley,Zaid,1274.18,28.51,36.43,18.92,49.57,7.07,81.71,50.14,15.07,13.41,9.97,917.21,5.707
Haryana,Soybean,Zaid,746.7,19.61,29.13,10.24,41.4,6.56,98.88,46.25,47.85,10.03,2.3,985.14,5.161
Punjab,Barley,Rabi,731.3,29.45,36.3,22.72,50.5,6.14,116.08,50.94,45.06,5.65,6.06,1138.3,5.39
Uttar Pradesh,Barley,Rabi,1015.07,35.2,44.89,27.87,52.79,7.1,41.82,19.38,77.61,17.39,8.28,332.05,4.289
Uttar Pradesh,Cotton,Zaid,925.5,28.93,38.25,19.46,70.5,5.94,47.92,32.55,29.29,13.52,8.88,537.84,3.12
Punjab,Cotton,Rabi,823.11,20.38,25.71,15.67,30.0,6.42,80.92,45.75,51.46,4.93,12.78,1027.97,3.528
Punjab,Wheat,Zaid,905.59,29.32,33.56,20.04,51.87,5.69,31.99,50.37,57.09,8.8,13.32,765.57,5.732
Uttar Pradesh,Cotton,Zaid,999.93,31.44,38.87,24.34,71.64,6.57,88.62,31.54,75.75,24.14,11.63,442.49,4.088
Bihar,Cotton,Kharif,1001.45,33.48,39.74,27.9,76.18,6.21,106.32,55.55,48.7,11.66,8.52,1047.74,3.721
Haryana,Soybean,Kharif,291.85,24.0,31.66,15.17,66.08,6.96,56.98,22.67,23.67,9.44,13.14,618.81,2.656
Punjab,Barley,Zaid,855.86,23.22,27.71,16.73,59.31,5.74,48.1,21.09,37.44,22.51,6.76,617.83,4.261
Bihar,Rice,Zaid,1316.5,20.73,26.69,10.99,77.68,6.26,72.0,21.39,63.94,16.6,10.45,393.49,6.704
Bihar,Wheat,Kharif,720.76,23.61,32.81,16.07,59.88,5.04,87.81,28.73,17.8,20.49,1.25,872.3,5.103
Maharashtra,Barley,Zaid,1176.91,21.89,29.89,14.21,47.22,6.68,99.98,32.51,42.86,9.36,6.09,719.96,4.969
Haryana,Soybean,Rabi,993.28,20.3,26.96,12.29,66.67,6.09,87.64,13.86,77.04,8.22,5.64,422.84,3.469
Uttar Pradesh,Cotton,Zaid,561.13,24.92,30.01,15.07,60.69,6.19,106.17,55.31,46.14,4.68,5.24,492.45,3.606
Uttar Pradesh,Wheat,Kharif,731.64,17.45,21.74,12.79,60.43,6.44,34.63,21.52,63.81,5.41,1.01,1105.86,5.106
Haryana,Wheat,Rabi,805.18,30.44,38.76,24.94,73.5,6.01,78.84,10.45,72.44,18.33,11.92,271.83,5.461
Bihar,Barley,Zaid,584.0,25.37,31.92,17.16,76.58,6.94,42.73,10.88,55.24,21.68,1.46,597.57,3.994
Karnataka,Barley,Rabi,886.24,28.0,32.7,20.03,47.4,6.55,81.08,10.83,26.34,4.56,1.92,935.48,5.435
Bihar,Barley,Zaid,538.74,30.98,38.03,23.11,41.75,6.54,81.62,48.69,35.31,2.45,2.76,291.56,4.355
Maharashtra,Rice,Zaid,871.78,26.35,32.58,18.45,48.63,7.48,29.65,22.41,34.07,18.08,10.27,947.08,5.293
Karnataka,Rice,Zaid,1180.11,34.3,41.85,27.66,65.64,5.25,33.72,49.63,20.11,12.76,9.85,1021.69,5.419
Haryana,Wheat,Zaid,1262.36,25.99,33.16,19.21,72.71,7.56,40.0,33.71,18.28,6.12,5.63,687.63,5.437
Uttar Pradesh,Soybean,Rabi,710.93,27.35,31.73,22.53,54.43,6.22,24.97,19.28,35.74,8.33,14.4,403.77,2.749
Maharashtra,Barley,Zaid,813.81,26.15,32.6,20.31,79.06,7.17,70.17,13.85,71.08,7.48,14.44,1131.54,4.466
Haryana,Wheat,Kharif,647.27,28.91,36.22,21.97,56.09,7.36,107.61,46.74,56.74,12.75,14.82,1159.16,5.961
Uttar Pradesh,Barley,Kharif,730.79,25.26,34.51,21.19,78.32,6.66,78.62,38.04,26.43,3.07,3.72,548.71,4.741
Uttar Pradesh,Rice,Zaid,944.57,20.62,27.69,11.46,68.64,5.98,89.2,12.21,68.95,24.06,9.31,1156.51,6.089
Maharashtra,Rice,Zaid,1189.35,27.53,33.0,20.66,67.2,6.71,81.28,19.06,36.2,5.29,10.6,716.57,6.744
Karnataka,Wheat,Kharif,1118.62,23.71,30.22,19.47,64.22,5.56,35.75,35.94,74.98,5.41,2.05,1025.28,6.201
Bihar,Maize,Rabi,712.92,26.09,35.63,21.06,72.48,6.43,101.29,18.53,43.22,3.66,14.42,262.69,4.486
Punjab,Wheat,Zaid,538.8,23.48,31.37,18.33,70.21,6.32,53.36,22.59,24.11,17.8,2.94,492.13,4.467
Maharashtra,Rice,Rabi,511.95,23.91,33.14,15.83,84.98,5.67,34.86,58.9,66.13,14.53,2.9,372.68,6.309
Maharashtra,Barley,Rabi,546.66,26.52,31.64,21.58,54.1,7.14,75.54,57.36,63.72,19.33,7.88,1015.45,4.778
Uttar Pradesh,Soybean,Zaid,1055.08,25.36,30.08,20.89,78.98,5.58,35.88,13.71,72.62,3.74,1.01,921.05,3.866
Uttar Pradesh,Rice,Rabi,523.69,22.26,30.79,13.16,82.05,6.37,46.78,12.53,33.27,1.13,11.93,455.93,5.155
Karnataka,Cotton,Rabi,680.13,28.16,34.36,23.63,51.18,7.22,25.33,54.91,15.34,12.57,6.65,852.74,3.1
Punjab,Soybean,Zaid,755.57,20.95,29.84,12.41,68.68,5.64,23.89,14.09,18.5,1.1,2.72,1057.14,3.145
Bihar,Soybean,Zaid,512.51,34.78,39.52,26.58,56.27,6.31,115.47,53.53,30.16,18.55,2.01,226.74,3.636
Maharashtra,Barley,Kharif,665.0,26.53,36.45,19.33,60.63,6.32,72.0,33.51,54.84,22.2,4.87,686.97,4.631
Bihar,Soybean,Zaid,965.71,23.69,33.68,16.19,50.2,6.54,55.32,59.3,42.99,6.14,8.76,604.76,4.525
Karnataka,Barley,Zaid,800.52,32.12,36.57,23.78,67.71,7.19,77.77,12.48,18.87,18.32,2.03,441.84,4.373
Uttar Pradesh,Wheat,Rabi,1047.3,22.61,26.91,16.05,82.32,7.52,89.58,39.46,37.57,7.27,9.96,333.62,5.301
Bihar,Maize,Rabi,1075.5,28.72,33.94,18.95,87.82,5.56,104.89,37.19,43.7,5.14,2.72,631.97,5.08
Uttar Pradesh,Wheat,Zaid,1025.7,32.76,41.76,22.8,50.07,6.78,100.61,13.4,36.72,5.87,10.13,755.3,5.141
Bihar,Barley,Zaid,821.44,13.36,23.19,4.7,93.5,5.42,40.92,31.14,30.39,22.58,10.23,616.73,3.6
Maharashtra,Rice,Zaid,705.18,29.62,34.16,20.53,65.47,6.37,119.36,19.51,21.57,16.14,6.2,291.84,5.658
Haryana,Cotton,Kharif,931.54,27.6,36.75,22.73,71.45,6.37,48.67,21.96,66.15,8.96,7.69,873.9,3.903
Haryana,Cotton,Kharif,582.16,16.15,22.07,8.12,52.07,6.56,42.84,17.07,46.66,13.02,11.71,909.83,2.575
Maharashtra,Rice,Zaid,1088.2,24.2,31.85,16.66,75.98,6.04,54.97,26.95,69.21,10.84,8.15,762.87,5.975
Haryana,Soybean,Zaid,672.99,30.88,38.81,26.0,48.37,6.14,61.73,25.07,40.21,18.17,10.0,902.09,3.493
Karnataka,Rice,Rabi,824.81,24.37,33.03,20.34,45.1,5.86,114.54,35.35,38.68,10.41,7.05,1067.83,6.093
Bihar,Soybean,Kharif,417.59,21.81,27.42,14.24,71.65,5.99,94.63,20.0,32.1,8.02,12.77,932.08,3.22
Haryana,Maize,Zaid,923.69,23.94,29.18,16.92,79.99,6.8,72.04,14.0,45.07,16.47,9.4,254.35,5.418
Maharashtra,Soybean,Rabi,1044.14,29.53,35.39,21.22,58.17,7.75,29.46,37.39,53.51,8.04,1.18,252.1,4.267
Maharashtra,Barley,Zaid,580.81,31.79,38.05,22.0,43.6,5.83,100.88,28.07,61.37,14.69,6.65,1193.11,4.503
Maharashtra,Soybean,Zaid,962.04,24.81,29.73,18.95,66.47,8.16,31.44,41.09,51.87,16.89,10.23,1159.47,3.645
Haryana,Rice,Kharif,960.58,30.27,34.69,25.38,58.96,6.99,79.01,47.73,15.77,5.96,5.97,706.82,6.306
Karnataka,Cotton,Zaid,669.53,27.89,31.9,21.82,74.46,6.14,24.48,36.5,52.56,17.63,9.76,208.14,2.907
Punjab,Cotton,Kharif,941.95,32.43,40.18,24.51,74.47,6.02,93.7,34.47,37.12,4.58,4.7,963.83,3.987
Uttar Pradesh,Soybean,Zaid,1143.29,28.9,36.94,21.24,66.17,5.84,104.28,58.21,45.32,23.36,14.97,686.2,4.807
Haryana,Rice,Rabi,1011.92,22.29,31.02,16.34,62.52,6.31,89.55,24.29,45.55,4.95,4.08,289.85,6.195
Haryana,Rice,Zaid,1130.89,30.27,35.87,21.1,60.84,6.84,83.5,10.79,74.38,21.51,9.71,734.77,5.898
Uttar Pradesh,Cotton,Rabi,894.79,28.83,33.18,24.08,64.95,5.95,109.24,21.95,35.77,5.96,8.41,817.09,3.486
Bihar,Soybean,Rabi,1763.27,31.97,39.45,25.86,54.83,7.1,41.67,11.93,54.58,17.37,0.55,710.79,4.624
Haryana,Barley,Zaid,713.51,18.97,26.52,9.99,71.93,6.9,51.44,29.9,78.55,3.13,12.04,211.57,4.609
Punjab,Wheat,Kharif,755.11,26.33,31.87,20.03,49.17,7.25,62.33,32.85,33.22,7.32,10.86,817.84,4.913
Punjab,Wheat,Rabi,888.94,31.81,41.33,26.2,42.92,6.93,99.48,43.38,78.91,11.32,11.25,898.81,6.029
Uttar Pradesh,Cotton,Zaid,582.56,18.9,25.25,10.41,71.25,6.25,98.85,39.8,24.1,16.07,13.36,843.17,3.371
Maharashtra,Barley,Zaid,622.71,22.35,29.08,16.91,48.81,6.25,83.15,17.1,43.04,13.32,6.85,1054.93,5.146
Punjab,Maize,Rabi,819.94,25.75,30.52,17.16,54.83,7.06,37.8,47.69,30.99,6.7,2.08,920.61,4.965
Haryana,Barley,Rabi,975.82,33.24,42.89,27.31,87.29,6.06,27.39,33.44,31.27,22.21,8.0,433.37,4.579
Haryana,Rice,Kharif,1001.01,28.62,33.27,23.49,57.05,6.84,112.11,22.84,70.71,9.38,2.59,1004.71,6.567
Maharashtra,Barley,Rabi,428.32,27.39,33.52,22.94,57.34,5.91,45.53,21.8,74.02,19.21,7.13,1155.42,3.926
Bihar,Soybean,Zaid,719.71,25.59,29.92,15.6,73.95,7.15,41.78,23.84,44.22,8.41,0.81,856.26,3.122
Haryana,Soybean,Zaid,492.44,26.96,32.13,19.21,66.66,6.61,51.84,53.39,47.86,13.53,10.97,777.89,4.062
Uttar Pradesh,Maize,Zaid,674.6,23.27,28.0,15.06,48.21,6.42,73.92,45.17,47.79,3.93,1.8,638.86,5.061
Haryana,Soybean,Rabi,966.42,25.32,32.38,20.63,80.98,5.51,99.42,26.26,43.34,4.62,14.49,286.08,4.089
Uttar Pradesh,Maize,Zaid,721.21,17.48,21.74,10.14,49.1,6.97,119.0,16.31,40.51,22.6,13.21,523.59,4.587
Haryana,Barley,Zaid,852.05,27.05,31.49,19.36,65.04,8.03,49.28,29.6,47.21,10.06,6.12,315.73,4.787
Karnataka,Soybean,Rabi,943.97,23.63,30.13,16.03,81.12,6.33,89.79,15.17,34.82,0.93,7.09,629.43,3.298
Bihar,Rice,Kharif,777.61,25.45,33.77,21.03,48.63,6.33,91.57,19.96,76.58,24.95,12.37,499.71,5.838
Punjab,Cotton,Zaid,532.36,27.36,32.42,21.39,56.85,5.96,71.97,34.02,63.8,20.74,11.59,584.43,3.319
Punjab,Barley,Zaid,885.18,30.46,36.92,21.83,77.39,6.32,23.66,54.88,68.3,13.35,10.73,303.92,4.703
Uttar Pradesh,Wheat,Kharif,511.37,18.89,23.03,11.12,62.62,5.51,27.04,14.06,45.31,24.85,4.51,812.53,4.334
Punjab,Soybean,Zaid,749.91,31.54,37.53,24.9,61.86,6.2,58.07,25.21,67.62,23.29,9.65,823.63,3.729
Punjab,Rice,Kharif,976.44,24.31,29.01,16.39,61.92,5.54,58.26,22.45,24.48,4.08,4.21,736.85,5.834
Haryana,Cotton,Zaid,862.78,21.5,28.62,13.7,63.01,7.95,53.17,17.42,66.78,1.86,10.28,1064.46,3.277
Punjab,Soybean,Kharif,731.59,21.08,30.99,12.93,75.48,6.62,90.94,46.13,19.31,5.95,0.69,709.81,4.197
Punjab,Cotton,Rabi,707.38,28.94,33.39,19.43,69.97,6.39,44.6,58.49,64.75,17.01,3.73,713.09,3.538
Bihar,Cotton,Kharif,1137.19,24.25,32.44,17.08,72.8,6.88,32.6,48.01,16.6,1.78,13.62,904.0,3.888
Uttar Pradesh,Soybean,Kharif,1015.83,17.07,23.82,11.85,83.24,5.74,70.73,18.5,18.02,4.01,13.11,376.15,3.262
Punjab,Soybean,Kharif,602.29,29.95,39.61,21.96,68.39,6.42,24.04,57.53,77.17,7.27,9.61,401.92,3.057
Punjab,Wheat,Zaid,530.45,30.83,39.13,25.5,65.34,6.68,96.41,60.0,17.62,5.46,2.6,354.43,4.605
Bihar,Barley,Zaid,603.1,27.17,33.43,21.26,77.8,6.78,55.09,55.71,47.4,5.11,7.51,874.7,5.002
Uttar Pradesh,Rice,Zaid,998.57,15.58,22.36,9.1,79.95,5.28,59.7,19.03,53.21,4.02,3.74,761.09,5.668
Karnataka,Cotton,Kharif,958.97,30.95,35.47,24.01,49.69,6.56,92.62,41.02,44.14,23.67,1.98,1080.0,4.554
Bihar,Cotton,Rabi,791.27,28.76,34.16,19.52,64.33,5.94,81.95,20.75,42.84,23.49,3.95,1121.58,2.907
Punjab,Wheat,Kharif,950.22,29.92,37.65,19.98,67.26,5.97,41.33,37.12,30.26,22.54,3.27,353.96,4.93
Haryana,Cotton,Kharif,571.16,17.98,26.66,12.45,58.35,6.22,97.55,26.15,51.7,9.85,3.22,785.63,3.506
Uttar Pradesh,Rice,Rabi,561.52,26.84,35.43,22.52,50.76,6.51,42.35,28.73,21.09,15.0,10.24,991.84,5.149
Uttar Pradesh,Rice,Rabi,473.04,24.28,29.52,16.38,69.84,6.63,98.11,55.75,76.69,15.94,14.51,1111.42,6.414
Karnataka,Barley,Zaid,802.06,23.82,29.61,16.92,63.25,6.03,22.91,42.53,72.8,24.95,7.0,460.14,4.166
Punjab,Wheat,Kharif,1079.99,25.71,30.29,21.6,60.13,6.17,104.27,42.12,43.07,6.04,7.47,362.99,5.67
Karnataka,Barley,Rabi,1019.56,19.51,25.18,10.49,58.69,5.84,72.81,53.8,29.81,10.34,12.05,332.96,5.01
Bihar,Soybean,Rabi,640.83,20.74,29.41,15.01,50.4,7.29,41.3,46.65,29.01,5.79,0.97,796.86,3.944
Karnataka,Wheat,Rabi,625.19,28.46,35.29,19.3,70.07,6.01,101.01,39.22,57.48,4.92,6.84,1080.58,5.044
Bihar,Maize,Kharif,1245.78,17.02,24.88,7.51,62.1,6.4,43.14,20.9,62.85,2.47,4.02,1085.9,5.107
Punjab,Rice,Rabi,750.51,25.76,34.89,17.66,66.03,7.14,45.8,45.11,48.11,18.81,7.94,527.38,5.501
Bihar,Rice,Kharif,1068.34,31.46,36.9,23.46,59.09,6.99,21.13,42.8,25.61,4.92,8.6,575.41,5.351
Haryana,Maize,Zaid,1121.02,23.87,31.13,14.75,55.81,6.9,75.24,14.15,50.47,11.07,11.49,1047.9,5.612
Uttar Pradesh,Maize,Kharif,967.43,26.12,33.89,19.09,54.71,6.7,28.25,25.1,54.38,6.77,4.4,539.57,4.3
Bihar,Maize,Kharif,656.36,27.06,33.58,20.95,80.77,7.61,87.93,55.69,55.89,6.61,9.31,601.88,4.95
Maharashtra,Wheat,Zaid,1256.57,22.72,27.79,15.1,64.85,6.57,52.93,12.98,45.57,12.85,11.67,840.29,6.345
Uttar Pradesh,Rice,Kharif,1203.19,26.67,35.15,16.93,67.22,6.26,59.27,46.89,74.28,23.02,2.78,404.1,6.651
Maharashtra,Cotton,Rabi,639.1,31.99,40.1,26.82,65.15,6.89,35.85,49.72,51.21,12.18,4.5,1183.85,3.751
Uttar Pradesh,Barley,Zaid,891.03,28.74,38.37,21.23,67.97,6.39,48.17,46.84,36.76,18.35,14.31,639.31,3.781
Uttar Pradesh,Cotton,Rabi,954.0,23.79,30.73,16.37,61.73,5.74,48.15,30.76,73.17,3.82,5.21,392.3,3.603
Punjab,Wheat,Kharif,901.92,13.86,21.85,8.25,71.77,5.73,93.02,57.41,29.41,23.85,5.22,757.85,5.304
Uttar Pradesh,Wheat,Kharif,1058.5,29.61,36.11,20.26,62.54,6.11,34.1,40.35,35.01,4.95,1.86,855.64,6.043
Karnataka,Maize,Rabi,445.65,29.57,33.78,24.72,43.76,5.96,94.47,24.82,24.48,16.2,4.87,775.17,3.931
Uttar Pradesh,Rice,Kharif,828.48,25.89,34.52,18.65,62.81,7.21,89.76,43.5,39.84,20.8,3.92,355.73,6.707
Haryana,Cotton,Kharif,889.29,15.35,23.29,8.27,57.02,6.61,72.17,46.66,40.89,6.2,4.78,295.12,3.535
Punjab,Soybean,Zaid,977.28,22.61,30.5,13.0,58.2,7.41,106.03,49.03,79.63,8.19,14.2,543.69,4.41
Bihar,Wheat,Zaid,899.71,19.64,27.13,10.58,62.83,7.69,54.31,30.31,37.09,22.83,2.4,774.27,5.127
Punjab,Maize,Zaid,1440.56,28.75,35.04,22.32,48.88,6.94,62.79,45.97,44.76,3.64,2.06,525.96,5.847
Karnataka,Soybean,Rabi,817.98,30.21,34.38,23.4,52.01,6.97,21.56,33.45,64.86,2.96,11.16,784.2,3.537
Karnataka,Barley,Rabi,958.96,27.3,35.97,21.68,59.63,6.29,69.54,10.13,27.58,15.98,13.18,249.03,4.324
Karnataka,Maize,Kharif,711.86,23.57,28.19,18.69,66.75,7.53,112.83,56.03,76.66,7.68,10.9,863.01,5.98
Bihar,Barley,Kharif,498.6,34.02,43.09,28.26,61.73,6.43,26.5,42.13,57.7,21.04,13.14,360.06,4.187
Punjab,Rice,Rabi,1087.04,28.14,32.44,23.2,71.04,6.48,113.41,24.42,47.58,24.92,8.72,611.5,6.159
Karnataka,Soybean,Kharif,726.2,22.31,31.1,18.06,89.36,6.99,117.19,17.29,31.01,23.34,9.64,238.05,3.578
Uttar Pradesh,Rice,Zaid,1038.0,31.45,40.73,26.0,61.45,5.64,108.24,23.26,59.28,4.23,2.99,1101.51,6.034
Bihar,Soybean,Kharif,1197.32,24.64,33.44,19.56,62.64,7.19,30.43,44.37,35.71,21.73,13.83,1049.05,4.555
Haryana,Soybean,Rabi,779.59,30.22,38.47,21.26,63.04,5.22,82.48,39.51,32.56,14.83,11.96,550.01,4.16
Maharashtra,Wheat,Zaid,1025.76,24.31,33.65,15.72,48.84,5.88,22.22,35.38,33.58,7.6,13.94,352.97,5.257
Karnataka,Soybean,Kharif,1207.0,22.52,30.32,15.18,72.06,6.03,40.46,57.45,21.37,16.05,1.38,276.99,4.599
Maharashtra,Cotton,Rabi,1260.84,21.56,31.52,15.91,59.8,5.96,96.33,27.4,58.99,11.42,9.31,1029.02,4.392
Maharashtra,Cotton,Rabi,778.43,27.78,33.35,18.71,66.51,6.47,44.0,36.73,74.56,7.86,4.33,606.56,3.287
Punjab,Soybean,Zaid,1179.46,26.82,35.42,19.88,61.56,7.84,25.61,28.47,19.03,10.18,12.52,1044.29,3.886
Punjab,Wheat,Zaid,748.39,23.11,28.41,18.64,51.29,6.35,89.27,55.57,17.22,15.88,3.66,674.14,5.934
Punjab,Maize,Rabi,669.76,26.12,35.45,19.99,49.64,6.15,58.56,45.2,66.13,12.33,6.67,777.42,5.354
Maharashtra,Rice,Kharif,862.75,27.22,33.94,19.59,89.81,6.6,43.2,18.84,59.81,11.5,6.13,404.09,5.548
Uttar Pradesh,Soybean,Rabi,1100.8,30.99,35.39,24.78,51.46,7.53,54.97,10.31,37.82,3.42,2.36,204.51,3.353
Bihar,Cotton,Zaid,523.01,18.55,28.49,8.69,46.26,7.67,92.07,58.07,65.62,15.79,9.36,1177.92,3.573
Haryana,Wheat,Kharif,823.48,26.54,32.23,21.08,58.03,6.92,60.12,37.58,34.79,23.57,9.07,1161.21,5.744
Punjab,Soybean,Kharif,903.86,22.34,26.69,14.59,58.75,6.7,75.25,22.16,16.07,21.74,7.63,981.7,4.712
Bihar,Barley,Zaid,1008.82,23.03,30.78,16.11,78.36,7.04,33.08,53.12,68.82,9.1,10.51,692.4,4.991
Maharashtra,Maize,Rabi,730.64,23.74,28.79,15.05,63.83,6.76,36.76,30.58,61.66,9.41,11.31,1058.06,5.458
Karnataka,Maize,Zaid,670.62,19.44,23.75,15.05,75.09,5.92,74.37,57.37,49.97,15.9,3.18,740.58,5.295
Bihar,Wheat,Zaid,728.79,20.33,28.05,12.5,74.8,5.67,85.4,49.95,37.44,13.11,2.19,1130.69,5.02
Punjab,Maize,Kharif,1002.09,22.55,26.59,17.45,65.04,6.16,22.62,58.2,24.83,13.01,4.1,937.47,5.208
Maharashtra,Rice,Rabi,1018.2,27.64,36.53,21.15,77.41,6.57,23.44,11.14,28.38,20.78,2.72,485.28,5.456
Karnataka,Soybean,Kharif,381.83,18.25,28.21,13.27,87.84,6.74,32.91,15.92,47.52,9.16,3.9,1158.94,2.743
Bihar,Rice,Kharif,662.43,32.39,39.97,26.77,61.36,7.43,27.63,47.66,33.34,24.47,3.16,554.45,5.812
Maharashtra,Maize,Zaid,790.99,23.0,27.0,15.8,63.84,6.75,62.03,29.59,72.98,13.64,13.6,926.74,4.569
Maharashtra,Wheat,Zaid,879.82,29.05,34.18,19.43,54.03,5.88,71.68,37.72,58.4,16.55,3.61,782.44,5.942
Bihar,Barley,Rabi,705.49,10.86,17.6,3.55,58.01,6.22,94.89,20.34,22.18,16.89,3.92,314.6,3.908
Haryana,Cotton,Kharif,409.09,25.2,31.0,15.68,75.5,5.57,108.05,16.95,64.5,0.82,6.4,447.34,3.67
Maharashtra,Wheat,Kharif,954.09,23.76,33.15,17.6,71.44,6.02,53.89,19.92,48.19,16.01,6.78,627.03,5.129
Haryana,Maize,Zaid,510.9,27.11,32.43,19.39,71.56,6.75,117.69,25.5,51.68,8.12,0.55,1197.31,4.867
Karnataka,Rice,Zaid,772.16,21.46,28.86,11.46,63.07,6.62,85.49,19.71,15.72,6.79,6.81,428.05,5.71
Karnataka,Cotton,Rabi,743.16,27.63,37.43,18.29,78.73,6.87,114.35,18.74,24.84,8.28,8.82,881.47,3.744
Maharashtra,Cotton,Zaid,1044.78,31.08,37.07,22.52,73.56,5.96,22.23,48.91,78.94,16.66,9.06,1108.07,3.86
Punjab,Rice,Zaid,868.16,26.33,33.04,19.59,55.83,7.87,58.02,15.65,71.34,17.68,1.1,315.79,5.629
